city_1,city_2,city_3,city_4,city_5,area,rooms,bathroom,parking,floor,animal_1,animal_2,furniture_1,furniture_2,total
0,0,1,0,0,100.0,3,2,0,7,1,0,0,1,4342.0
1,0,0,0,0,287.0,3,4,4,0,1,0,1,0,9566.0
0,0,0,1,0,24.0,1,1,0,1,0,1,1,0,1434.0
1,0,0,0,0,22.0,1,1,0,0,0,1,0,1,991.0
1,0,0,0,0,70.0,1,1,1,0,0,1,0,1,2710.0
0,1,0,0,0,44.0,1,1,1,2,1,0,1,0,1789.0
1,0,0,0,0,150.0,3,2,2,0,0,1,0,1,2538.0
1,0,0,0,0,90.0,1,2,2,9,1,0,1,0,4155.0
1,0,0,0,0,200.0,4,4,2,8,1,0,1,0,6666.0
1,0,0,0,0,320.0,8,4,0,0,1,0,0,1,11460.0
0,1,0,0,0,90.0,2,1,1,2,0,1,0,1,2385.0
1,0,0,0,0,240.0,4,4,3,9,1,0,0,1,5506.0
1,0,0,0,0,154.0,4,3,3,21,1,0,0,1,9793.0
1,0,0,0,0,60.0,2,2,2,2,1,0,0,1,5895.0
0,0,0,1,0,101.0,3,2,0,5,1,0,0,1,3282.0
0,1,0,0,0,140.0,3,4,2,0,0,1,0,1,3145.0
1,0,0,0,0,500.0,4,5,8,0,1,0,0,1,17080.0
1,0,0,0,0,110.0,3,3,3,4,1,0,0,1,4262.0
1,0,0,0,0,110.0,3,3,2,0,1,0,0,1,4923.0
0,0,0,0,1,90.0,2,2,2,3,1,0,0,1,2311.0
1,0,0,0,0,384.0,4,6,4,3,0,1,1,0,19040.0
1,0,0,0,0,57.0,2,1,1,7,1,0,0,1,2157.0
1,0,0,0,0,160.0,3,3,2,5,1,0,1,0,3589.0
1,0,0,0,0,39.0,1,1,0,8,1,0,0,1,1615.0
0,0,0,1,0,78.0,1,2,1,4,1,0,0,1,2463.0
0,1,0,0,0,36.0,1,1,1,0,1,0,0,1,791.0
0,0,0,1,0,70.0,2,1,1,1,1,0,0,1,1774.0
0,0,0,0,1,45.0,1,1,1,4,0,1,1,0,3543.0
1,0,0,0,0,200.0,3,4,3,1,1,0,0,1,13360.0
1,0,0,0,0,100.0,3,3,3,0,1,0,0,1,4485.0
1,0,0,0,0,42.0,1,1,1,14,0,1,0,1,5064.0
1,0,0,0,0,280.0,4,4,1,1,1,0,1,0,11390.0
1,0,0,0,0,28.0,1,1,1,13,0,1,1,0,3493.0
1,0,0,0,0,30.0,1,1,0,0,0,1,1,0,2176.0
0,0,0,0,1,85.0,3,2,1,1,1,0,0,1,1945.0
0,0,0,1,0,83.0,1,1,1,4,0,1,0,1,1653.0
0,0,0,1,0,85.0,3,2,2,16,1,0,1,0,4042.0
0,0,0,0,1,90.0,3,2,2,3,1,0,0,1,2052.0
0,0,0,0,1,50.0,2,1,0,5,1,0,0,1,1012.0
0,0,1,0,0,50.0,1,1,0,8,1,0,0,1,3672.0
0,0,0,0,1,300.0,3,2,3,0,0,1,0,1,7349.0
0,1,0,0,0,39.0,1,1,0,7,1,0,0,1,1240.0
1,0,0,0,0,750.0,4,4,6,0,1,0,0,1,17310.0
0,1,0,0,0,60.0,2,1,0,1,1,0,0,1,1385.0
0,0,1,0,0,68.0,2,1,0,4,0,1,0,1,2026.0
1,0,0,0,0,70.0,2,1,1,0,1,0,0,1,1546.0
1,0,0,0,0,90.0,2,2,1,6,1,0,1,0,7572.0
0,0,1,0,0,258.0,5,6,0,0,1,0,0,1,9503.0
1,0,0,0,0,200.0,2,2,6,0,1,0,0,1,4860.0
1,0,0,0,0,123.0,2,2,2,6,1,0,0,1,5453.0
1,0,0,0,0,127.0,3,2,2,0,1,0,1,0,2470.0
0,0,0,0,1,180.0,4,2,2,0,1,0,0,1,2040.0
1,0,0,0,0,110.0,3,2,0,0,0,1,0,1,3328.0
0,0,1,0,0,70.0,2,2,1,7,1,0,1,0,2404.0
1,0,0,0,0,35.0,1,1,1,8,1,0,1,0,3889.0
1,0,0,0,0,219.0,3,2,2,0,1,0,0,1,3094.0
0,0,1,0,0,25.0,1,1,0,0,1,0,0,1,760.0
0,0,1,0,0,170.0,4,5,0,10,1,0,0,1,9031.0
0,0,1,0,0,45.0,1,1,0,8,1,0,0,1,2589.0
0,0,0,0,1,420.0,4,4,2,0,0,1,0,1,7315.0
0,1,0,0,0,46.0,1,1,0,4,1,0,0,1,1104.0
1,0,0,0,0,145.0,3,3,2,1,1,0,1,0,7212.0
0,0,0,0,1,59.0,2,2,1,2,1,0,0,1,1364.0
0,0,0,0,1,225.0,4,3,0,8,1,0,0,1,9916.0
1,0,0,0,0,210.0,4,4,3,3,1,0,0,1,8115.0
0,1,0,0,0,76.0,1,1,0,0,1,0,0,1,1529.0
1,0,0,0,0,220.0,3,4,3,2,0,1,0,1,8966.0
1,0,0,0,0,109.0,3,2,2,7,1,0,0,1,4412.0
0,0,0,0,1,95.0,2,1,1,3,1,0,0,1,1780.0
1,0,0,0,0,32.0,1,1,0,0,0,1,0,1,1850.0
1,0,0,0,0,480.0,4,6,5,9,1,0,0,1,24910.0
1,0,0,0,0,53.0,1,1,1,3,1,0,0,1,5340.0
1,0,0,0,0,40.0,1,1,0,0,0,1,0,1,809.0
1,0,0,0,0,50.0,1,1,1,4,1,0,1,0,3864.0
1,0,0,0,0,60.0,1,1,0,0,1,0,0,1,1575.0
0,1,0,0,0,64.0,2,2,2,7,0,1,0,1,2022.0
0,0,1,0,0,140.0,3,3,2,4,1,0,1,0,14970.0
1,0,0,0,0,121.0,3,3,1,12,1,0,0,1,3200.0
0,0,0,1,0,43.0,1,1,1,4,1,0,1,0,2709.0
1,0,0,0,0,20.0,1,1,1,3,0,1,1,0,3078.0
0,0,0,1,0,58.0,2,1,1,3,1,0,0,1,1263.0
0,0,0,0,1,570.0,5,6,7,0,1,0,1,0,9340.0
1,0,0,0,0,88.0,2,1,1,2,1,0,0,1,3806.0
1,0,0,0,0,89.0,3,2,2,19,1,0,0,1,7161.0
1,0,0,0,0,40.0,1,1,0,0,1,0,0,1,1167.0
0,0,1,0,0,40.0,1,1,0,1,1,0,1,0,2453.0
0,0,1,0,0,60.0,1,2,1,3,1,0,0,1,1240.0
1,0,0,0,0,25.0,1,1,0,14,1,0,0,1,1928.0
0,1,0,0,0,50.0,2,1,0,13,1,0,0,1,1517.0
0,1,0,0,0,90.0,3,1,0,1,1,0,0,1,1347.0
1,0,0,0,0,173.0,3,3,3,2,1,0,0,1,5851.0
0,0,0,1,0,91.0,3,2,2,12,1,0,0,1,3154.0
1,0,0,0,0,90.0,3,2,2,6,0,1,0,1,3035.0
1,0,0,0,0,530.0,5,6,4,2,1,0,1,0,28490.0
1,0,0,0,0,40.0,1,1,0,0,0,1,0,1,1317.0
1,0,0,0,0,296.0,4,5,3,3,1,0,0,1,15190.0
1,0,0,0,0,87.0,3,2,1,17,1,0,0,1,2468.0
1,0,0,0,0,300.0,3,3,5,0,1,0,0,1,5660.0
1,0,0,0,0,136.0,3,3,3,13,1,0,0,1,6054.0
1,0,0,0,0,52.0,2,1,0,4,1,0,0,1,1357.0
0,1,0,0,0,94.0,2,2,2,8,1,0,0,1,3773.0
0,0,1,0,0,300.0,4,5,3,7,1,0,0,1,17520.0
0,0,1,0,0,100.0,3,3,1,3,1,0,0,1,4221.0
1,0,0,0,0,500.0,4,6,3,0,1,0,0,1,16410.0
1,0,0,0,0,240.0,3,4,3,3,1,0,1,0,9613.0
0,0,0,0,1,308.0,2,3,3,0,1,0,0,1,2204.0
1,0,0,0,0,350.0,4,5,4,15,1,0,1,0,8683.0
1,0,0,0,0,75.0,2,2,0,2,1,0,0,1,2039.0
1,0,0,0,0,155.0,3,2,3,4,1,0,1,0,15120.0
1,0,0,0,0,260.0,3,5,4,12,1,0,0,1,9772.0
1,0,0,0,0,80.0,2,2,1,0,0,1,0,1,1707.0
0,0,1,0,0,85.0,3,1,1,6,1,0,0,1,2921.0
1,0,0,0,0,120.0,2,2,2,22,0,1,1,0,5320.0
1,0,0,0,0,100.0,2,2,1,0,1,0,0,1,2000.0
1,0,0,0,0,240.0,4,5,4,6,0,1,0,1,6131.0
1,0,0,0,0,360.0,7,6,6,0,1,0,0,1,5595.0
1,0,0,0,0,42.0,1,1,0,0,0,1,0,1,1117.0
1,0,0,0,0,33.0,1,1,1,14,1,0,1,0,3548.0
0,0,1,0,0,48.0,1,1,0,1,0,1,0,1,1713.0
0,0,1,0,0,36.0,1,1,0,5,1,0,0,1,1537.0
1,0,0,0,0,270.0,6,3,6,0,1,0,0,1,4985.0
0,0,0,1,0,75.0,2,1,1,2,1,0,0,1,2007.0
0,0,1,0,0,46.0,2,1,0,3,0,1,0,1,1891.0
1,0,0,0,0,350.0,3,3,3,0,0,1,0,1,11440.0
0,1,0,0,0,131.0,3,3,1,10,1,0,1,0,3522.0
0,0,0,1,0,90.0,3,2,1,3,1,0,0,1,2366.0
0,0,1,0,0,26.0,1,1,0,4,0,1,0,1,2182.0
0,0,1,0,0,44.0,1,1,0,3,1,0,1,0,1529.0
1,0,0,0,0,70.0,2,2,0,0,1,0,0,1,1909.0
0,0,0,0,1,40.0,1,1,0,0,0,1,0,1,915.0
0,0,0,0,1,320.0,4,2,4,0,1,0,0,1,3459.0
1,0,0,0,0,213.0,2,2,3,0,1,0,0,1,5228.0
1,0,0,0,0,80.0,2,1,0,1,0,1,0,1,1114.0
0,0,0,1,0,70.0,1,1,0,6,1,0,0,1,1341.0
0,0,1,0,0,60.0,2,1,1,5,1,0,0,1,2235.0
1,0,0,0,0,270.0,4,4,4,5,1,0,0,1,19350.0
0,0,1,0,0,70.0,2,1,1,3,1,0,0,1,2161.0
0,1,0,0,0,300.0,6,2,2,0,1,0,0,1,6349.0
1,0,0,0,0,220.0,4,5,3,14,1,0,1,0,14950.0
0,1,0,0,0,64.0,2,2,2,7,1,0,0,1,2108.0
0,0,1,0,0,80.0,3,3,1,7,0,1,0,1,2589.0
1,0,0,0,0,56.0,1,1,0,9,1,0,1,0,3238.0
1,0,0,0,0,161.0,4,3,2,1,1,0,0,1,12040.0
1,0,0,0,0,35.0,1,1,0,0,1,0,0,1,1718.0
1,0,0,0,0,720.0,4,6,5,0,1,0,1,0,15560.0
1,0,0,0,0,280.0,4,5,4,6,0,1,0,1,6491.0
0,1,0,0,0,96.0,3,2,0,2,1,0,0,1,2623.0
0,0,0,1,0,236.0,3,4,4,10,1,0,0,1,13180.0
1,0,0,0,0,81.0,3,2,1,4,1,0,0,1,1734.0
1,0,0,0,0,62.0,2,1,1,1,1,0,0,1,2343.0
0,0,0,0,1,125.0,3,2,0,2,1,0,0,1,1435.0
1,0,0,0,0,37.0,1,1,1,6,1,0,1,0,5203.0
1,0,0,0,0,60.0,2,2,1,11,1,0,0,1,5931.0
1,0,0,0,0,230.0,4,2,3,1,1,0,0,1,10220.0
1,0,0,0,0,210.0,4,5,2,1,1,0,1,0,12410.0
1,0,0,0,0,450.0,4,3,8,0,1,0,0,1,14390.0
1,0,0,0,0,234.0,3,5,4,0,1,0,1,0,4136.0
0,0,0,0,1,135.0,4,3,2,2,0,1,0,1,3659.0
1,0,0,0,0,395.0,4,5,3,0,1,0,0,1,6213.0
0,1,0,0,0,92.0,2,2,1,2,1,0,0,1,2242.0
1,0,0,0,0,412.0,3,5,6,21,1,0,0,1,6462.0
1,0,0,0,0,42.0,1,1,1,27,1,0,0,1,6028.0
1,0,0,0,0,33.0,1,1,0,12,0,1,1,0,3549.0
0,1,0,0,0,28.0,2,1,1,0,1,0,0,1,611.0
1,0,0,0,0,190.0,4,4,2,0,0,1,0,1,4740.0
1,0,0,0,0,165.0,4,3,3,10,1,0,1,0,10110.0
0,1,0,0,0,44.0,1,1,0,5,1,0,0,1,1593.0
1,0,0,0,0,60.0,2,1,1,4,1,0,0,1,2004.0
1,0,0,0,0,380.0,3,3,2,1,1,0,0,1,15800.0
0,0,1,0,0,73.0,2,1,0,4,1,0,0,1,1336.0
0,0,0,0,1,19.0,1,1,0,5,1,0,0,1,1820.0
0,0,0,1,0,230.0,3,5,4,6,1,0,0,1,9396.0
0,1,0,0,0,37.0,1,1,1,2,1,0,0,1,3037.0
1,0,0,0,0,124.0,3,2,3,7,1,0,0,1,8434.0
0,0,1,0,0,115.0,3,2,1,8,1,0,1,0,3919.0
0,0,0,1,0,600.0,3,3,4,0,1,0,0,1,5967.0
0,0,1,0,0,700.0,5,5,4,0,1,0,1,0,18280.0
0,1,0,0,0,35.0,1,1,0,1,1,0,0,1,944.0
0,0,0,0,1,15.0,1,1,0,3,0,1,1,0,1115.0
0,0,0,1,0,80.0,3,2,1,2,1,0,0,1,2164.0
0,1,0,0,0,48.0,1,1,0,4,1,0,0,1,949.0
0,0,0,0,1,96.0,3,2,1,2,1,0,0,1,2579.0
1,0,0,0,0,150.0,3,2,1,7,1,0,1,0,8984.0
0,0,0,0,1,105.0,3,2,2,2,0,1,0,1,5415.0
0,0,0,0,1,204.0,4,4,4,22,0,1,1,0,13600.0
0,0,1,0,0,125.0,3,1,2,11,1,0,0,1,4120.0
0,0,1,0,0,50.0,2,1,0,3,0,1,0,1,2870.0
1,0,0,0,0,250.0,3,4,3,0,0,1,0,1,4031.0
1,0,0,0,0,300.0,3,4,3,7,1,0,1,0,6276.0
1,0,0,0,0,80.0,2,1,1,0,1,0,0,1,1578.0
0,0,1,0,0,130.0,3,4,1,2,0,1,0,1,2953.0
1,0,0,0,0,120.0,2,3,0,2,1,0,0,1,4441.0
1,0,0,0,0,540.0,3,3,4,9,1,0,0,1,24890.0
1,0,0,0,0,23.0,1,1,0,23,1,0,0,1,2560.0
1,0,0,0,0,15.0,1,1,0,0,0,1,1,0,2532.0
1,0,0,0,0,72.0,1,2,2,19,1,0,0,1,5151.0
0,0,1,0,0,95.0,3,2,2,7,1,0,0,1,3437.0
1,0,0,0,0,330.0,4,5,4,13,1,0,0,1,14120.0
1,0,0,0,0,75.0,2,2,2,7,0,1,1,0,8684.0
1,0,0,0,0,53.0,1,1,1,4,1,0,0,1,5344.0
1,0,0,0,0,178.0,3,2,1,2,0,1,0,1,3305.0
1,0,0,0,0,150.0,3,2,0,0,1,0,0,1,4085.0
1,0,0,0,0,50.0,2,1,1,4,1,0,0,1,1766.0
1,0,0,0,0,150.0,3,2,1,0,0,1,0,1,2597.0
0,1,0,0,0,25.0,1,1,0,0,1,0,1,0,1296.0
1,0,0,0,0,210.0,3,4,4,13,0,1,0,1,16460.0
0,0,0,0,1,75.0,3,2,1,4,1,0,0,1,2195.0
0,0,0,0,1,200.0,2,4,3,12,1,0,0,1,17920.0
1,0,0,0,0,350.0,4,4,0,0,1,0,0,1,9110.0
0,1,0,0,0,49.0,2,1,1,7,1,0,0,1,1557.0
0,1,0,0,0,40.0,1,1,0,4,0,1,1,0,2030.0
1,0,0,0,0,45.0,1,1,1,2,0,1,1,0,6504.0
1,0,0,0,0,46.0,1,1,1,8,0,1,1,0,8715.0
1,0,0,0,0,80.0,2,2,2,15,1,0,0,1,13140.0
1,0,0,0,0,30.0,1,1,0,3,1,0,1,0,3287.0
1,0,0,0,0,80.0,2,2,2,0,1,0,0,1,2457.0
0,0,1,0,0,105.0,2,2,1,10,1,0,0,1,3464.0
0,0,0,0,1,105.0,3,2,2,7,1,0,0,1,3416.0
1,0,0,0,0,114.0,3,1,0,0,1,0,0,1,2759.0
1,0,0,0,0,200.0,3,3,4,0,1,0,0,1,7531.0
0,1,0,0,0,120.0,3,3,2,5,1,0,0,1,4011.0
1,0,0,0,0,60.0,2,2,1,11,1,0,0,1,4719.0
1,0,0,0,0,90.0,2,1,1,1,1,0,0,1,4089.0
0,0,1,0,0,53.0,2,1,0,3,0,1,0,1,2409.0
1,0,0,0,0,80.0,2,2,5,0,1,0,0,1,3105.0
0,0,0,1,0,87.0,4,2,2,4,1,0,0,1,2511.0
0,0,1,0,0,110.0,3,1,1,1,1,0,0,1,5810.0
0,0,0,0,1,113.0,4,2,1,3,1,0,0,1,6070.0
1,0,0,0,0,170.0,3,2,2,5,0,1,0,1,7686.0
1,0,0,0,0,150.0,3,2,0,1,0,1,0,1,3781.0
0,1,0,0,0,60.0,2,2,1,11,1,0,0,1,2042.0
0,1,0,0,0,43.0,1,1,0,4,0,1,1,0,2487.0
1,0,0,0,0,130.0,3,2,2,4,1,0,1,0,4345.0
1,0,0,0,0,69.0,3,2,0,7,1,0,1,0,2760.0
0,0,0,1,0,306.0,3,2,2,0,1,0,0,1,2960.0
1,0,0,0,0,187.0,3,2,3,0,1,0,0,1,4246.0
